entity_id,domain,friendly_name,state,device_class,unit_of_measurement,area_id,area_name,device_id,device_name
button.guest_room_purifier_activate_mode_sleep,button,Guest Room Purifier Activate Mode: Sleep,unknown,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
number.guest_room_purifier_gearmode,number,Guest Room Purifier gearMode,unknown,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
select.guest_room_purifier_mode,select,Guest Room Purifier Mode,unknown,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
sensor.guest_room_purifier_filterlifetime,sensor,Guest Room Purifier filterLifeTime,"{""value"":40}",,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
switch.guest_room_purifier_nightlight_toggle,switch,Guest Room Purifier Nightlight Toggle,off,,,master_bedroom,Master Bedroom,8ffc01edf7e7f6c9cbe34e4e46d86d29,Guest Room Purifier
sensor.external_status,sensor,External Status,Unknown,,,,,45ff169443c49a910534aaa29fe606a6,External
button.external_request_platform_api_state,button,External Request Platform API State,unknown,,,,,45ff169443c49a910534aaa29fe606a6,External
switch.external_power_switch,switch,External Power Switch,unknown,,,,,45ff169443c49a910534aaa29fe606a6,External
switch.diningroom_light_power_switch,switch,Diningroom_light Power Switch,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
switch.diningroom_light_gradient_toggle,switch,Diningroom_light Gradient Toggle,unknown,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
switch.diningroom_light_dream_view_toggle,switch,Diningroom_light Dream View Toggle,unknown,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_001,light,Diningroom_light Segment 001,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_002,light,Diningroom_light Segment 002,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_003,light,Diningroom_light Segment 003,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_004,light,Diningroom_light Segment 004,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_005,light,Diningroom_light Segment 005,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_006,light,Diningroom_light Segment 006,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.diningroom_light_segment_007,light,Diningroom_light Segment 007,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
sensor.main_status,sensor,Main Status,Unknown,,,,,daf94997a73eb3aff2cd553b3a73f67a,Main
button.main_request_platform_api_state,button,Main Request Platform API State,unknown,,,,,daf94997a73eb3aff2cd553b3a73f67a,Main
switch.main_power_switch,switch,Main Power Switch,unknown,,,,,daf94997a73eb3aff2cd553b3a73f67a,Main
sensor.h5151_3f8d_status,sensor,Status,unavailable,,,,,ac25f9fbde7579e4934bc4384a8379f1,H5151_3F8D
button.h5151_3f8d_request_platform_api_state,button,Request Platform API State,unavailable,,,,,ac25f9fbde7579e4934bc4384a8379f1,H5151_3F8D
switch.light_parents_power_switch,switch,Light-parents Power Switch,off,,,,,d8600e00e255a81287a470f51c3befef,Light-parents
switch.permanent_outdoor_lights_power_switch,switch,Permanent Outdoor Lights Power Switch,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
switch.permanent_outdoor_lights_gradient_toggle,switch,Permanent Outdoor Lights Gradient Toggle,unknown,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_001,light,Permanent Outdoor Lights Segment 001,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_002,light,Permanent Outdoor Lights Segment 002,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_003,light,Permanent Outdoor Lights Segment 003,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_004,light,Permanent Outdoor Lights Segment 004,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_005,light,Permanent Outdoor Lights Segment 005,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_006,light,Permanent Outdoor Lights Segment 006,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_007,light,Permanent Outdoor Lights Segment 007,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_008,light,Permanent Outdoor Lights Segment 008,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_009,light,Permanent Outdoor Lights Segment 009,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_010,light,Permanent Outdoor Lights Segment 010,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_011,light,Permanent Outdoor Lights Segment 011,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_012,light,Permanent Outdoor Lights Segment 012,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_013,light,Permanent Outdoor Lights Segment 013,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_014,light,Permanent Outdoor Lights Segment 014,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.permanent_outdoor_lights_segment_015,light,Permanent Outdoor Lights Segment 015,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
switch.garage_air_purifier_power_switch,switch,Garage Air Purifier Power Switch,on,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
button.garage_air_purifier_activate_mode_auto,button,Garage Air Purifier Activate Mode: Auto,unknown,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
number.garage_air_purifier_custom,number,Garage Air Purifier Custom,unknown,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
button.garage_air_purifier_activate_mode_sleep,button,Garage Air Purifier Activate Mode: Sleep,unknown,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
number.garage_air_purifier_gearmode,number,Garage Air Purifier gearMode,3,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
select.garage_air_purifier_mode,select,Garage Air Purifier Mode,gearMode,,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
sensor.garage_air_purifier_filterlifetime,sensor,Garage Air Purifier filterLifeTime,"{""value"":""""}",,,,,bd2e6902ac721b12823dfcc2bb41516f,Garage Air Purifier
sensor.mainfloor_status,sensor,Mainfloor Status,Unknown,,,,,2d2d4cf340ea4f296352034907203c3f,Mainfloor
button.mainfloor_request_platform_api_state,button,Mainfloor Request Platform API State,unknown,,,,,2d2d4cf340ea4f296352034907203c3f,Mainfloor
switch.mainfloor_power_switch,switch,Mainfloor Power Switch,unknown,,,,,2d2d4cf340ea4f296352034907203c3f,Mainfloor
switch.light_guest_room_power_switch,switch,Light-Guest Room Power Switch,off,,,,,ebb5abe5ad9f3f16576cdc7f4db01f3c,Light-Guest Room
sensor.office_thermostat_temperature,sensor,Office Thermostat Temperature,75.92,temperature,°F,office,Office,96f1337f4e265ccf911c94619f728697,Office Thermostat
sensor.office_thermostat_humidity,sensor,Office Thermostat Humidity,62.80,humidity,%,office,Office,96f1337f4e265ccf911c94619f728697,Office Thermostat
switch.livingroom_light_power_switch,switch,Livingroom_light Power Switch,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
switch.livingroom_light_gradient_toggle,switch,Livingroom_light Gradient Toggle,unknown,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
switch.livingroom_light_dream_view_toggle,switch,Livingroom_light Dream View Toggle,unknown,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_001,light,Livingroom_light Segment 001,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_002,light,Livingroom_light Segment 002,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_003,light,Livingroom_light Segment 003,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_004,light,Livingroom_light Segment 004,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_005,light,Livingroom_light Segment 005,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_006,light,Livingroom_light Segment 006,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.livingroom_light_segment_007,light,Livingroom_light Segment 007,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
sensor.outside_status,sensor,Outside Status,Unknown,,,,,fb3d09545748a457e2f90bf594450055,Outside
button.outside_request_platform_api_state,button,Outside Request Platform API State,unknown,,,,,fb3d09545748a457e2f90bf594450055,Outside
switch.outside_power_switch,switch,Outside Power Switch,unknown,,,,,fb3d09545748a457e2f90bf594450055,Outside
sensor.basement_status,sensor,Basement Status,Unknown,,,,,6154267adae40b3c788fafc8b2f6eff1,Basement
button.basement_request_platform_api_state,button,Basement Request Platform API State,unknown,,,,,6154267adae40b3c788fafc8b2f6eff1,Basement
switch.basement_power_switch,switch,Basement Power Switch,unknown,,,,,6154267adae40b3c788fafc8b2f6eff1,Basement
switch.christmas_tree_lights_power_switch,switch,Christmas Tree Lights Power Switch,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
switch.christmas_tree_lights_gradient_toggle,switch,Christmas Tree Lights Gradient Toggle,unknown,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
switch.christmas_tree_lights_dream_view_toggle,switch,Christmas Tree Lights Dream View Toggle,unknown,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_001,light,Christmas Tree Lights Segment 001,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_002,light,Christmas Tree Lights Segment 002,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_003,light,Christmas Tree Lights Segment 003,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_004,light,Christmas Tree Lights Segment 004,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_005,light,Christmas Tree Lights Segment 005,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_006,light,Christmas Tree Lights Segment 006,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_007,light,Christmas Tree Lights Segment 007,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_008,light,Christmas Tree Lights Segment 008,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_009,light,Christmas Tree Lights Segment 009,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
light.christmas_tree_lights_segment_010,light,Christmas Tree Lights Segment 010,off,,,,,f12d9f2f4ab301be2ae7113e3fb742ab,Christmas Tree Lights
sensor.main_floor_status,sensor,Main floor Status,Unknown,,,,,48ec6ea7d38e91f3baeb24ebbd4e21fc,Main floor
button.main_floor_request_platform_api_state,button,Main floor Request Platform API State,unknown,,,,,48ec6ea7d38e91f3baeb24ebbd4e21fc,Main floor
switch.main_floor_power_switch,switch,Main floor Power Switch,unknown,,,,,48ec6ea7d38e91f3baeb24ebbd4e21fc,Main floor
switch.sunroom_light_power_switch,switch,Sunroom_Light Power Switch,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
switch.sunroom_light_gradient_toggle,switch,Sunroom_Light Gradient Toggle,unknown,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
switch.sunroom_light_dream_view_toggle,switch,Sunroom_Light Dream View Toggle,unknown,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_001,light,Sunroom_Light Segment 001,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_002,light,Sunroom_Light Segment 002,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_003,light,Sunroom_Light Segment 003,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_004,light,Sunroom_Light Segment 004,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_005,light,Sunroom_Light Segment 005,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_006,light,Sunroom_Light Segment 006,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
light.sunroom_light_segment_007,light,Sunroom_Light Segment 007,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
switch.light_attic_power_switch,switch,Light-attic Power Switch,on,,,,,854468f10af7df319df70a73fe12c694,Light-attic
device_tracker.phone_2,device_tracker,phone,unavailable,,,,,,
light.diningroom_light,light,Diningroom_light,off,,,,,e0e6785ffecbf49affc34aa0a9574598,Diningroom_light
light.livingroom_light,light,Livingroom_light,off,,,,,a861357a165cd19fc8762b7f1f6c1dea,Livingroom_light
light.permanent_outdoor_lights,light,Permanent Outdoor Lights,off,,,,,e90beac3d34f36e766b955a831bd351e,Permanent Outdoor Lights
light.sunroom_light,light,Sunroom_Light,off,,,,,83ff827fba6d077abe0e9a9e306fcd74,Sunroom_Light
sensor.pws_wind_speed_24h_avg,sensor,PWS Wind Speed (24h Avg),unavailable,,,,,,
sensor.pws_temperature_24h_mean,sensor,PWS Temperature (24h Mean),unavailable,,,,,,
sensor.pws_humidity_24h_mean,sensor,PWS Humidity (24h Mean),unavailable,,,,,,
sensor.pws_pressure_24h_change,sensor,PWS Pressure (24h Change),unavailable,,,,,,
automation.lights_off_except_porch_garage_attic_23_30,automation,Lights Off Except Porch/Garage/Attic @ 23:30,unavailable,,,,,,
automation.midnight_lights,automation,Midnight lights,unavailable,,,,,,
switch.plug_bedroom_burner,switch,Plug-bedroom-burner,off,,,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
select.plug_bedroom_burner_power_on_behavior,select,Plug-bedroom-burner Power-on behavior,unknown,,,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
sensor.plug_bedroom_burner_ac_frequency,sensor,Plug-bedroom-burner Frequency,60,frequency,Hz,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
sensor.plug_bedroom_burner_power,sensor,Plug-bedroom-burner Power,0,power,W,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
sensor.plug_bedroom_burner_energy,sensor,Plug-bedroom-burner Energy,1.24,energy,kWh,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
sensor.plug_bedroom_burner_current,sensor,Plug-bedroom-burner Current,0,current,A,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
sensor.plug_bedroom_burner_voltage,sensor,Plug-bedroom-burner Voltage,122.5,voltage,V,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
update.plug_bedroom_burner,update,Plug-bedroom-burner,off,firmware,,,,0bde61074cca0fbe8a577f24dce0a792,Plug-bedroom-burner
automation.bedroom_purifier_on,automation,Bedroom-purifier on,unavailable,,,,,,
automation.bedroom_purifier_off,automation,Bedroom-purifier-off,unavailable,,,,,,
media_player.bedroom_tv_2,media_player,,unavailable,tv,,,,7f02ca42b888a46f02c88881807ca28b,
device_tracker.tp_link_corporation_pte_ltd_fe_81_4f,device_tracker,TP-LINK CORPORATION PTE. LTD. FE:81:4F,unavailable,,,,,8798720fb2e6b1b77baa0cc6c41e08ba,
device_tracker.reolink_innovation_limited_1e_58_99,device_tracker,Reolink Innovation Limited 1E:58:99,unavailable,,,,,e9cec934dc6317f215d56db1aa103638,
device_tracker.beijing_roborock_technology_ab_92_d3,device_tracker,Beijing Roborock Technology AB:92:D3,unavailable,,,,,0e2601999566221c73204fd77246b6d3,
sensor.nmap_active_hosts,sensor,Nmap Active Hosts,unavailable,,,,,,
sensor.nmap_known_hosts,sensor,Nmap Known Hosts,unavailable,,,,,,
binary_sensor.8_8_8_8,binary_sensor,,unavailable,connectivity,,,,571dc3c63e47cde043ef237d66f13d61,
sensor.tp_link_clients_online,sensor,TP-Link Clients Online,unavailable,,,,,,
sensor.internet_status_2,sensor,Internet Status,unavailable,,,,,,
sensor.speedtest_ping,sensor,Ping,unavailable,duration,ms,,,3993d7d16e5f35dc7897cb8149e70be9,
sensor.speedtest_download,sensor,Download,unavailable,data_rate,Mbit/s,,,3993d7d16e5f35dc7897cb8149e70be9,
sensor.speedtest_upload,sensor,Upload,unavailable,data_rate,Mbit/s,,,3993d7d16e5f35dc7897cb8149e70be9,
script.husker_led_start,script,Start Husker LED Effect,unavailable,,,,,,
script.husker_led_stop,script,Stop Husker LED Effect (Revert to Monthly),unavailable,,,,,,
automation.purifier_on_bedroom,automation,Purifier on bedroom (mirror on any change),unavailable,,,,,,
scene.huskers_scarlet_theater,scene,Huskers Scarlet (Theater),unavailable,,,,,,
scene.huskers_cream_theater,scene,Huskers Cream (Theater),unavailable,,,,,,
script.huskers_hail_varsity_show_start,script,Huskers: Hail Varsity Show (Start),unavailable,,,,,,
script.huskers_hail_varsity_show_stop,script,Huskers: Hail Varsity Show (Stop),unavailable,,,,,,
script.huskers_touchdown_burst,script,"Huskers: Touchdown Burst (Theater Alternating, Snapshot/Restore)",unavailable,,,,,,
sensor.nebraska_football,sensor,nebraska_football,unavailable,,,,,,
event.university_of_nebraska_official_athletics_website,event,,unavailable,,,,,fc59d5f28cfc7f6dd8c0bb4d48ab64c1,
automation.huskers_react_to_test_score,automation,Huskers – React to Test Score (logbook),unavailable,,,,,,
automation.huskers_new_item_notifier,automation,Huskers – New item notifier,unavailable,,,,,,
script.huskers_test_our_score,script,Huskers Test: Our Score,unavailable,,,,,,
script.huskers_test_opponent_score,script,Huskers Test: Opponent Score,unavailable,,,,,,
automation.huskers_update_last_score_test,automation,Huskers – Update last score (test),unavailable,,,,,,
automation.huskers_pregame_event,automation,Huskers: Pregame Event,unavailable,,,,,,
automation.huskers_postgame_event,automation,Huskers: Postgame Event,unavailable,,,,,,
sensor.huskers_next_game_start,sensor,Huskers Next Game Start,unavailable,,,,,,
sensor.huskers_next_game_status,sensor,Huskers Next Game Status,unavailable,,,,,,
sensor.huskers_kickoff_in,sensor,Huskers Kickoff In,unavailable,,min,,,,
binary_sensor.huskers_pregame_window,binary_sensor,Huskers Pregame Window,unavailable,running,,,,,
binary_sensor.huskers_game_in_progress_tt,binary_sensor,Huskers Game In Progress (TT),unavailable,running,,,,,
binary_sensor.huskers_postgame_window,binary_sensor,Huskers Postgame Window,unavailable,running,,,,,
sensor.huskers_last_score_test,sensor,Huskers Last Score (test),unavailable,,,,,,
sensor.rest_ping,sensor,REST Ping,unavailable,,,,,,
event.university_of_nebraska_official_athletics_website_2,event,,unavailable,,,,,19ae4041b6b0d79730bd65c3b86f404a,
device_tracker.ipad,device_tracker,iPad,unavailable,,,,,,
script.huskers_led_gameday_start,script,Huskers LED: Start Game-Day Effect,unavailable,,,,,,
script.huskers_led_stop,script,Huskers LED: Stop Effect (Off),unavailable,,,,,,
script.huskers_led_revert_monthly,script,Huskers LED: Revert to Monthly Effect,unavailable,,,,,,
script.huskers_update_last_score_test,script,Huskers Test: Update Last Score,unavailable,,,,,,
input_number.huskers_opponent_score,input_number,Opponent Score,unavailable,,,,,,
automation.huskers_update_last_score_test_2,automation,Huskers: Update Last Score (Test),unavailable,,,,,,
automation.huskers_react_to_test_score_2,automation,Huskers: React to Test Score,unavailable,,,,,,
automation.huskers_new_item_notifier_2,automation,Huskers: New Item Notifier,unavailable,,,,,,
automation.huskers_pregame_theater_alternating,automation,Huskers: Pregame Theater Alternating,unavailable,,,,,,
automation.huskers_touchdown_boost,automation,Huskers: Touchdown Boost,unavailable,,,,,,
script.huskers_theater_show_start,script,Huskers: Theater Show (Start) - Legacy,unavailable,,,,,,
script.huskers_theater_show_stop,script,Huskers: Theater Show (Stop) - Legacy,unavailable,,,,,,
automation.huskers_theater_show_auto_start,automation,Huskers: Theater Show Auto Start,unavailable,,,,,,
automation.huskers_theater_show_auto_stop,automation,Huskers: Theater Show Auto Stop,unavailable,,,,,,
sensor.huskers_our_score,sensor,Huskers Our Score,unavailable,,,,,,
sensor.huskers_opponent_score,sensor,Huskers Opponent Score,unavailable,,,,,,
sensor.huskers_opponent_name,sensor,Huskers Opponent Name,unavailable,,,,,,
sensor.huskers_game_clock,sensor,Huskers Game Clock,unavailable,,,,,,
sensor.huskers_game_status,sensor,Huskers Game Status,unavailable,,,,,,
binary_sensor.internet_status,binary_sensor,Internet Status,unavailable,,,,,,
sensor.sun_next_dawn_3,sensor,Next dawn,unavailable,timestamp,,,,c8afc5ff867165773f91123799e46205,
sensor.sun_next_dusk_3,sensor,Next dusk,unavailable,timestamp,,,,c8afc5ff867165773f91123799e46205,
sensor.sun_next_midnight_3,sensor,Next midnight,unavailable,timestamp,,,,c8afc5ff867165773f91123799e46205,
sensor.sun_next_noon_3,sensor,Next noon,unavailable,timestamp,,,,c8afc5ff867165773f91123799e46205,
sensor.sun_next_rising_3,sensor,Next rising,unavailable,timestamp,,,,c8afc5ff867165773f91123799e46205,
sensor.sun_next_setting_3,sensor,Next setting,unavailable,timestamp,,,,c8afc5ff867165773f91123799e46205,
person.diego,person,Diego,unavailable,,,,,,
todo.shopping_list_3,todo,Shopping List,unavailable,,,,,,
tts.google_translate_en_com_3,tts,Google Translate en com,unavailable,,,,,,
sensor.dads_iphone_floors_ascended_2,sensor,Dads iPhone Floors Ascended,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_floors_descended_2,sensor,Dads iPhone Floors Descended,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_average_active_pace_2,sensor,Dads iPhone Average Active Pace,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_distance_2,sensor,Dads iPhone Distance,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_activity_2,sensor,Dads iPhone Activity,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_steps_2,sensor,Dads iPhone Steps,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_battery_level_2,sensor,Dads iPhone Battery Level,unavailable,battery,%,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_battery_state_2,sensor,Dads iPhone Battery State,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_ssid_2,sensor,Dads iPhone SSID,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_storage_2,sensor,Dads iPhone Storage,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_bssid_2,sensor,Dads iPhone BSSID,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_connection_type_2,sensor,Dads iPhone Connection Type,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_sim_2_2,sensor,Dads iPhone SIM 2,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_sim_1_2,sensor,Dads iPhone SIM 1,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_geocoded_location_2,sensor,Dads iPhone Geocoded Location,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
binary_sensor.dads_iphone_focus_2,binary_sensor,Dads iPhone Focus,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_location_permission_2,sensor,Dads iPhone Location permission,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_audio_output_2,sensor,Dads iPhone Audio Output,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_last_update_trigger_2,sensor,Dads iPhone Last Update Trigger,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
sensor.dads_iphone_app_version_2,sensor,Dads iPhone App Version,unavailable,,,,,96ef47e05a1cc6756e3ce35b0f454293,
scene.huskers_alternating_exterior,scene,Huskers Alternating (Exterior),unavailable,,,,,,
scene.huskers_alternating_inverted_exterior,scene,Huskers Alternating Inverted (Exterior),unavailable,,,,,,
script.huskers_exterior_alternating_start,script,Huskers: Exterior Alternating – Start (Loop),unavailable,,,,,,
script.huskers_exterior_alternating_inverted_start,script,Huskers: Exterior Alternating (Inverted) – Start (2-step fade),unavailable,,,,,,
script.huskers_exterior_alternating_toggle,script,Huskers: Exterior Alternating – Toggle,unavailable,,,,,,
script.util_fade_color,script,Util: Fade to Color (2-step),unavailable,,,,,,
sensor.diegos_ipad_activity_2,sensor,Diego’s iPad  Activity,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_battery_level_2,sensor,Diego’s iPad  Battery Level,unavailable,battery,%,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_battery_state_2,sensor,Diego’s iPad  Battery State,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_storage_2,sensor,Diego’s iPad  Storage,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_connection_type_2,sensor,Diego’s iPad  Connection Type,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_ssid_2,sensor,Diego’s iPad  SSID,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_sim_1_2,sensor,Diego’s iPad  SIM 1,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_bssid_2,sensor,Diego’s iPad  BSSID,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_geocoded_location_2,sensor,Diego’s iPad  Geocoded Location,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
binary_sensor.diegos_ipad_focus_2,binary_sensor,Diego’s iPad  Focus,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_last_update_trigger_2,sensor,Diego’s iPad  Last Update Trigger,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
sensor.diegos_ipad_app_version_2,sensor,Diego’s iPad  App Version,unavailable,,,,,a74ffecb678f8bd2a158ad6f7b2682d3,
